"Championnat de France des Clubs - Epinal - Course individuelle | Finale - 2014-10-05","Course individuelle | Finale","2014-10-05","Championnats de France","227"
"Flora Huvelin","C1D","133.34","-","-","Course individuelle | Finale B"
"Mylene Ferry","C1D","133.43","-","-","Course individuelle | Finale B"
"Manon Durand","C1D","135.51","-","-","Course individuelle | Finale B"
"Josepha Longa","C1D","137.76","-","-","Course individuelle | Finale B"
"Alicia Gallot","C1D","138.89","-","-","Course individuelle | Finale B"
"Anne-sophie Biazizzo","C1D","139.52","-","-","Course individuelle | Finale B"
"Athenais Reby","C1D","146.72","-","-","Course individuelle | Finale B"
"Anne Traband","C1D","147.19","-","-","Course individuelle | Finale B"
"Emilie Chamouleau","C1D","147.3","-","-","Course individuelle | Finale B"
"Eva Dauvergne","C1D","154.39","-","-","Course individuelle | Finale B"
"Marie-francoise Prigent","C1D","163.05","-","-","Course individuelle | Finale B"
"Margaux Bandel","C1D","164.92","-","-","Course individuelle | Finale B"
"Laurine Grandadam","C1D","167.98","-","-","Course individuelle | Finale B"
"Joey Bercon","C1D","170.23","-","-","Course individuelle | Finale B"
"Ilhame Siraj","C1D","170.34","-","-","Course individuelle | Finale B"
"Marie-amelie Jullien","C1D","171.7","-","-","Course individuelle | Finale B"
"Hind Jamili","C1D","195.46","-","-","Course individuelle | Finale B"
"Coline Bertin","C1D","196.48","-","-","Course individuelle | Finale B"
"Camille Nardeau","C1D","198.61","-","-","Course individuelle | Finale B"
"Natacha Giraud","C1D","204.57","-","-","Course individuelle | Finale B"
"Jean Freri","C1H","103.04","-","-","Course individuelle | Finale B"
"Emilien Kempf","C1H","104.96","-","-","Course individuelle | Finale B"
"Erwan Marchais","C1H","106.2","-","-","Course individuelle | Finale B"
"Yann Le Govic","C1H","107.88","-","-","Course individuelle | Finale B"
"Xavier Sucker","C1H","110.21","-","-","Course individuelle | Finale B"
"Bertrand Gutierrez","C1H","111.65","-","-","Course individuelle | Finale B"
"Nathan Rene Corail","C1H","111.82","-","-","Course individuelle | Finale B"
"Jeancharles Reby","C1H","113.17","-","-","Course individuelle | Finale B"
"Dimitri Marino","C1H","113.71","-","-","Course individuelle | Finale B"
"Yohan Wantz","C1H","114.74","-","-","Course individuelle | Finale B"
"Benoit Le Mazurier","C1H","115.02","-","-","Course individuelle | Finale B"
"Alexis Collin","C1H","115.23","-","-","Course individuelle | Finale B"
"Etienne Nardeau","C1H","115.82","-","-","Course individuelle | Finale B"
"Pierre Giudicelli","C1H","116.52","-","-","Course individuelle | Finale B"
"Frederic Momot","C1H","116.63","-","-","Course individuelle | Finale B"
"Nicolas Coudert","C1H","116.63","-","-","Course individuelle | Finale B"
"Antonin Elne","C1H","116.7","-","-","Course individuelle | Finale B"
"Medhi Deguil","C1H","119.24","-","-","Course individuelle | Finale B"
"Nicolas Bernardy","C1H","119.39","-","-","Course individuelle | Finale B"
"Axel Kournwsky","C1H","120.59","-","-","Course individuelle | Finale B"
"Malo Le Paih","C1H","121.89","-","-","Course individuelle | Finale B"
"Theo Desvignes","C1H","124.16","-","-","Course individuelle | Finale B"
"Maxence Grandadam","C1H","124.41","-","-","Course individuelle | Finale B"
"Adrien Maire","C1H","125.91","-","-","Course individuelle | Finale B"
"Charlie Barbier","C1H","126.56","-","-","Course individuelle | Finale B"
"Lionel Borde","C1H","131.02","-","-","Course individuelle | Finale B"
"Jacques Nardeau","C1H","132.43","-","-","Course individuelle | Finale B"
"Bertrand Bercon","C1H","134.64","-","-","Course individuelle | Finale B"
"Alain Ferry","C1H","187.71","-","-","Course individuelle | Finale B"
"Paul Brier-Henri Despont","C2H","118.54","-","-","Course individuelle | Finale B"
"Antoine Gaillard-Sebastien Nouvel","C2H","119.09","-","-","Course individuelle | Finale B"
"Xavier Sucker-Frederic Walczak","C2H","120.32","-","-","Course individuelle | Finale B"
"Christophe Augu-Nathan Rene Corail","C2H","121.61","-","-","Course individuelle | Finale B"
"Axel Kournwsky-Adrien Maire","C2H","121.74","-","-","Course individuelle | Finale B"
"Alexis Collin-Alexandre Mathis","C2H","123.28","-","-","Course individuelle | Finale B"
"Dimitri Marino-Theo Desvignes","C2H","125.74","-","-","Course individuelle | Finale B"
"Erwan Marchais-Quentin Mignard","C2H","126.17","-","-","Course individuelle | Finale B"
"Jeancharles Reby-Gregory Ganthier","C2H","127.04","-","-","Course individuelle | Finale B"
"Anthony Drouhin-Nicolas Bernardy","C2H","127.67","-","-","Course individuelle | Finale B"
"Johann Loiseau-Hugo Robin","C2H","127.75","-","-","Course individuelle | Finale B"
"Claude Menissier-Gerard Menissier","C2H","127.86","-","-","Course individuelle | Finale B"
"Alexandre Di Nisi-Ludovic Di Nisi","C2H","128.95","-","-","Course individuelle | Finale B"
"Bertrand Bercon-Antonin Elne","C2H","129.34","-","-","Course individuelle | Finale B"
"Vincent Morabito-Yohan Wantz","C2H","130.31","-","-","Course individuelle | Finale B"
"Benoit Le Mazurier-Mathurin Madore","C2H","131.81","-","-","Course individuelle | Finale B"
"Antoine Launay-Cyril Launay","C2H","132.48","-","-","Course individuelle | Finale B"
"Pierre Audouin-Alexis Pernelle","C2H","134.25","-","-","Course individuelle | Finale B"
"Florian Perenchio-Tristan Lejot","C2H","134.3","-","-","Course individuelle | Finale B"
"Dimitri Etienne-Tristan Bronsard","C2H","136.1","-","-","Course individuelle | Finale B"
"Vincent Ablin-Etienne Nardeau","C2H","140.49","-","-","Course individuelle | Finale B"
"Louis Savart-Lucas Ferraina","C2H","146.52","-","-","Course individuelle | Finale B"
"Awen Le Paih-Malo Le Paih","C2H","147.82","-","-","Course individuelle | Finale B"
"Yann Le Bourser-Keliann Le Breton","C2H","150.99","-","-","Course individuelle | Finale B"
"Louis Burignat-Leonie Gachon","C2H","177.39","-","-","Course individuelle | Finale B"
"Alice Bomboy-Fanny Mino-vercellio","C2H","218.95","-","-","Course individuelle | Finale B"
"Vincent Herrenberger-Florian Herrenberger","C2H","209.45","-","-","Course individuelle | Finale B"
"Charlie Barbier-Maxence Grandadam","C2H","Abs","-","-","Course individuelle | Finale B"
"Aubry Bertin-Thomas Schmitt","C2H","Dsq","-","-","Course individuelle | Finale B"
"Damien Launay-Justine Lorin","C2M","132.55","-","-","Course individuelle | Finale B"
"Axelle Armanini-Valentin Serrurier","C2M","133.23","-","-","Course individuelle | Finale B"
"Pauline Guiet-Tom Scianimanico","C2M","133.64","-","-","Course individuelle | Finale B"
"Sarah Despres-Medhi Deguil","C2M","133.7","-","-","Course individuelle | Finale B"
"Boris Chenal-Hind Jamili","C2M","134.29","-","-","Course individuelle | Finale B"
"Jimy Bercon-Claudia Journaux","C2M","137.88","-","-","Course individuelle | Finale B"
"Adele Renard-Samuel Lhegu","C2M","140.71","-","-","Course individuelle | Finale B"
"Benoit Chantry-Camille Nardeau","C2M","140.84","-","-","Course individuelle | Finale B"
"Zelie Wendling-Vincent Morabito","C2M","141.06","-","-","Course individuelle | Finale B"
"Laurene Cougnet-Matthieu Walfard","C2M","143.77","-","-","Course individuelle | Finale B"
"Caroline Scherer-Anthony Giurlando","C2M","143.83","-","-","Course individuelle | Finale B"
"Antonin Dreit-Jade Robin","C2M","145.69","-","-","Course individuelle | Finale B"
"Yann Le Bourser-Zoe Huet","C2M","146.68","-","-","Course individuelle | Finale B"
"Tristan Lejot-Lucie Cecile","C2M","147.03","-","-","Course individuelle | Finale B"
"Alain Ferry-Mylene Ferry","C2M","149.99","-","-","Course individuelle | Finale B"
"Aurelie Le Fee-Dimitri Etienne","C2M","150.02","-","-","Course individuelle | Finale B"
"Laura Ligeon-Lea Wetzel","C2M","150.36","-","-","Course individuelle | Finale B"
"Coline Bertin-Sebastien Nouvel","C2M","150.39","-","-","Course individuelle | Finale B"
"Julien Tous-Sarah Monod","C2M","151.75","-","-","Course individuelle | Finale B"
"Marie-francoise Prigent-Johann Loiseau","C2M","152.35","-","-","Course individuelle | Finale B"
"Pierre Giudicelli-Amelie Perier","C2M","154.39","-","-","Course individuelle | Finale B"
"Laurine Grandadam-Anthony Ulrich","C2M","155.07","-","-","Course individuelle | Finale B"
"Alexis Caspar-Sylvaine Louis","C2M","159.01","-","-","Course individuelle | Finale B"
"Marjorie Boulogne-Enrick Cunsolo","C2M","164.09","-","-","Course individuelle | Finale B"
"Alexandre Diemert-Kaulyne Catteau","C2M","164.69","-","-","Course individuelle | Finale B"
"Awen Le Paih-Enora Bronsard","C2M","172.64","-","-","Course individuelle | Finale B"
"Hugo Le Goff-Fanny Valeau","C2M","186.63","-","-","Course individuelle | Finale B"
"Jacques Nardeau-Sandrine Arnal","C2M","212.2","-","-","Course individuelle | Finale B"
"Joey Bercon","K1D","113.41","-","-","Course individuelle | Finale B"
"Marie Gaspard","K1D","114.42","-","-","Course individuelle | Finale B"
"Sarah Despres","K1D","114.69","-","-","Course individuelle | Finale B"
"Florianne Gautier","K1D","116.74","-","-","Course individuelle | Finale B"
"Axelle Armanini","K1D","118.26","-","-","Course individuelle | Finale B"
"Suzon Broute","K1D","119.11","-","-","Course individuelle | Finale B"
"Emilie Chamouleau","K1D","119.29","-","-","Course individuelle | Finale B"
"Manon Durand","K1D","119.44","-","-","Course individuelle | Finale B"
"Alicia Gallot","K1D","120.17","-","-","Course individuelle | Finale B"
"Anne Traband","K1D","120.38","-","-","Course individuelle | Finale B"
"Alice Bomboy","K1D","120.42","-","-","Course individuelle | Finale B"
"Tiphaine Drouin","K1D","120.43","-","-","Course individuelle | Finale B"
"Zoe Huet","K1D","121.36","-","-","Course individuelle | Finale B"
"Ilhame Siraj","K1D","123.05","-","-","Course individuelle | Finale B"
"Lucie Cecile","K1D","123.59","-","-","Course individuelle | Finale B"
"Zelie Wendling","K1D","124.27","-","-","Course individuelle | Finale B"
"Fanny Mino-vercellio","K1D","124.72","-","-","Course individuelle | Finale B"
"Elodie Le Nechet","K1D","127.9","-","-","Course individuelle | Finale B"
"Sarah Michel","K1D","129.16","-","-","Course individuelle | Finale B"
"Leonie Gachon","K1D","130.41","-","-","Course individuelle | Finale B"
"Adele Renard","K1D","130.45","-","-","Course individuelle | Finale B"
"Eva Dauvergne","K1D","130.98","-","-","Course individuelle | Finale B"
"Margaux Bandel","K1D","134.14","-","-","Course individuelle | Finale B"
"Natacha Giraud","K1D","141.53","-","-","Course individuelle | Finale B"
"Laurene Cougnet","K1D","142.79","-","-","Course individuelle | Finale B"
"Aurelie Le Fee","K1D","149.37","-","-","Course individuelle | Finale B"
"Deborah Bouchenot","K1D","171.55","-","-","Course individuelle | Finale B"
"Amelie Perier","K1D","180.78","-","-","Course individuelle | Finale B"
"Fanny Valeau","K1D","323.51","-","-","Course individuelle | Finale B"
"Yann Le Govic","K1H","92.71","-","-","Course individuelle | Finale B"
"Yves Prigent","K1H","92.76","-","-","Course individuelle | Finale B"
"Emmanuel Walczak","K1H","94.41","-","-","Course individuelle | Finale B"
"Jimy Bercon","K1H","95.2","-","-","Course individuelle | Finale B"
"Antoine Launay","K1H","95.9","-","-","Course individuelle | Finale B"
"Pierre Marie Roussel","K1H","96.79","-","-","Course individuelle | Finale B"
"Tom Scianimanico","K1H","96.93","-","-","Course individuelle | Finale B"
"Mathurin Madore","K1H","97.17","-","-","Course individuelle | Finale B"
"Thomas Schmitt","K1H","97.78","-","-","Course individuelle | Finale B"
"Samuel Lhegu","K1H","98.05","-","-","Course individuelle | Finale B"
"Boris Chenal","K1H","99.03","-","-","Course individuelle | Finale B"
"Jerome Olhagaray","K1H","99.16","-","-","Course individuelle | Finale B"
"Vincent Ablin","K1H","99.22","-","-","Course individuelle | Finale B"
"Damien Ganthier","K1H","100","-","-","Course individuelle | Finale B"
"Enrick Cunsolo","K1H","100.36","-","-","Course individuelle | Finale B"
"Silvere Desongins","K1H","100.73","-","-","Course individuelle | Finale B"
"Florient Tagnon","K1H","102.74","-","-","Course individuelle | Finale B"
"Aubry Bertin","K1H","102.9","-","-","Course individuelle | Finale B"
"Damien Launay","K1H","103.54","-","-","Course individuelle | Finale B"
"Mathieu Doby","K1H","104.27","-","-","Course individuelle | Finale B"
"Nicolas Coudert","K1H","104.9","-","-","Course individuelle | Finale B"
"Tristan Bronsard","K1H","105.32","-","-","Course individuelle | Finale B"
"Lucas Ferraina","K1H","106.97","-","-","Course individuelle | Finale B"
"Julien Tous","K1H","112.97","-","-","Course individuelle | Finale B"
"Louis Burignat","K1H","116.22","-","-","Course individuelle | Finale B"
"Benoit Chantry","K1H","128.03","-","-","Course individuelle | Finale B"
"Bertrand Gutierrez","K1H","146.73","-","-","Course individuelle | Finale B"
"Clement Travert","K1H","147.98","-","-","Course individuelle | Finale B"
"Alexis Pernelle","K1H","153.94","-","-","Course individuelle | Finale B"
