"Championnat de France Slalom des Clubs - Parcours Canoë Kayak Epinal - Course individuelle | Finale - 2016-10-08","Course individuelle | Finale","2016-10-08","Championnats de France","261"
"Alain Schirmann","C1H","108.95","-","-","Course individuelle | Finale B"
"Alexandre Paulais","C1H","109.6","-","-","Course individuelle | Finale B"
"Jules Chaumet","C1H","109.91","-","-","Course individuelle | Finale B"
"Theo Desvignes","C1H","111","-","-","Course individuelle | Finale B"
"Yann Rivallant","C1H","111.08","-","-","Course individuelle | Finale B"
"Pierre Marie Roussel","C1H","111.1","-","-","Course individuelle | Finale B"
"Louison Tanet","C1H","111.66","-","-","Course individuelle | Finale B"
"Hugo Robin","C1H","113.39","-","-","Course individuelle | Finale B"
"Isaac Dufrene","C1H","113.42","-","-","Course individuelle | Finale B"
"Mathurin Madore","C1H","113.79","-","-","Course individuelle | Finale B"
"Nicolas Bernardy","C1H","114.02","-","-","Course individuelle | Finale B"
"Kevin Marquais","C1H","115.22","-","-","Course individuelle | Finale B"
"Adrien Roux","C1H","115.9","-","-","Course individuelle | Finale B"
"Marcantoine Hacquart","C1H","116.33","-","-","Course individuelle | Finale B"
"Florian Joly","C1H","118.62","-","-","Course individuelle | Finale B"
"Frederic Momot","C1H","118.91","-","-","Course individuelle | Finale B"
"Theo Quenouillere","C1H","119.08","-","-","Course individuelle | Finale B"
"Robin Pottelette","C1H","120.2","-","-","Course individuelle | Finale B"
"Vincent Ganthier","C1H","120.64","-","-","Course individuelle | Finale B"
"Medhi Deguil","C1H","121.31","-","-","Course individuelle | Finale B"
"Xavier Sucker","C1H","121.84","-","-","Course individuelle | Finale B"
"Quentin Mannier","C1H","121.91","-","-","Course individuelle | Finale B"
"Eric Beaumont","C1H","123.12","-","-","Course individuelle | Finale B"
"Guillaume Picavet","C1H","123.99","-","-","Course individuelle | Finale B"
"Henri Chenu","C1H","123.99","-","-","Course individuelle | Finale B"
"Pierre Giudicelli","C1H","124.08","-","-","Course individuelle | Finale B"
"Vincent Idriss Achaoui","C1H","125.59","-","-","Course individuelle | Finale B"
"Jean-baptiste Wolff","C1H","129.56","-","-","Course individuelle | Finale B"
"Quentin Angot","C1H","133.21","-","-","Course individuelle | Finale B"
"Benoit Le Mazurier","C1H","134.34","-","-","Course individuelle | Finale B"
"Thomas L'huillier","C1H","167.72","-","-","Course individuelle | Finale B"
"Erwan Marchais-Jean Freri","C2H","121.15","-","-","Course individuelle | Finale B"
"Cedric Forgit-Martin Braud","C2H","121.51","-","-","Course individuelle | Finale B"
"Frederic Momot-Jean Philippe Winiarski","C2H","123.01","-","-","Course individuelle | Finale B"
"Nicolas Bernardy-Johann Loiseau","C2H","124.41","-","-","Course individuelle | Finale B"
"Jeancharles Reby-Gregory Ganthier","C2H","124.52","-","-","Course individuelle | Finale B"
"Liam Jegou-Laurent Starck","C2H","124.72","-","-","Course individuelle | Finale B"
"Thibault Blaise-Thomas L'huillier","C2H","125.3","-","-","Course individuelle | Finale B"
"Hugo Regnier-Arthur Mizzi","C2H","125.4","-","-","Course individuelle | Finale B"
"Claude Menissier-Gerard Menissier","C2H","126.96","-","-","Course individuelle | Finale B"
"Anthony Drouhin-Hugo Robin","C2H","127.5","-","-","Course individuelle | Finale B"
"Gilles Schweitzer-Loic Sieber","C2H","127.52","-","-","Course individuelle | Finale B"
"Edgar Prigent-Guillaume Graille","C2H","128.39","-","-","Course individuelle | Finale B"
"Henri Chenu-Nicolas Labat","C2H","128.57","-","-","Course individuelle | Finale B"
"Quentin Burgi-Pierre Marie Roussel","C2H","129.43","-","-","Course individuelle | Finale B"
"Clement Berger-Mathieu Villeger","C2H","130.03","-","-","Course individuelle | Finale B"
"Kevin Marquais-Nathan Rene Corail","C2H","130.09","-","-","Course individuelle | Finale B"
"Alexis Collin-Alexandre Mathis","C2H","131.32","-","-","Course individuelle | Finale B"
"Romain Caillon-Dylan Sourbe","C2H","132.74","-","-","Course individuelle | Finale B"
"Alexis Caspar-Jonathan Chapatte","C2H","134.53","-","-","Course individuelle | Finale B"
"Amaury Brucher-Jacques Nardeau","C2H","141.61","-","-","Course individuelle | Finale B"
"Yann Becker-Vincent Idriss Achaoui","C2H","142.27","-","-","Course individuelle | Finale B"
"Joris Schaffner-Xavier Sucker","C2H","143.01","-","-","Course individuelle | Finale B"
"Tristan Lejot-Benoit Le Mazurier","C2H","144.35","-","-","Course individuelle | Finale B"
"Simon Dubosc-Quentin Angot","C2H","151.65","-","-","Course individuelle | Finale B"
"Florentin Saumon-Zeph Scamps","C2H","153.19","-","-","Course individuelle | Finale B"
"Lukas Werro-Simon Werro","C2H","158.45","-","-","Course individuelle | Finale B"
"Quentin Mannier-Nicolas Candieu","C2H","162.47","-","-","Course individuelle | Finale B"
"Nicolas Dupres-Eric Beaumont","C2H","167.63","-","-","Course individuelle | Finale B"
"Vincent Ablin-Ianis Fleury","C2H","168.52","-","-","Course individuelle | Finale B"
"Simon Seuru-Samuel Flament","C2H","178.31","-","-","Course individuelle | Finale B"
"Jean-baptiste Wolff-Charlie Barbier","C2H","240.98","-","-","Course individuelle | Finale B"
"Guillaume Cochut-Matthieu Walfard","C2H","261.65","-","-","Course individuelle | Finale B"
"Bastien Caillet-Jules Andrien","C2H","318.97","-","-","Course individuelle | Finale B"
"Nathanael Pedron-Charles Temple","C2H","Des","-","-","Course individuelle | Finale B"
"Mathieu Desnos-Marjorie Delassus","C2M","121.44","-","-","Course individuelle | Finale B"
"Pauline Guiet-Johan Pucheou","C2M","126.02","-","-","Course individuelle | Finale B"
"Tifenn Primet-Thomas Fougere","C2M","127.2","-","-","Course individuelle | Finale B"
"Marie Borlet-Baptiste Delaplace","C2M","128.72","-","-","Course individuelle | Finale B"
"Auregane Philip-Medhi Deguil","C2M","128.74","-","-","Course individuelle | Finale B"
"Nicolas Labat-Justine Lorin","C2M","134.28","-","-","Course individuelle | Finale B"
"Sarah Despres-Jules Chaumet","C2M","138.33","-","-","Course individuelle | Finale B"
"Alexis Collin-Alicia Gallot","C2M","139.3","-","-","Course individuelle | Finale B"
"Cedric Forgit-NoÉmie Veaux","C2M","142.59","-","-","Course individuelle | Finale B"
"Amelie Perier-Damien Launay","C2M","142.7","-","-","Course individuelle | Finale B"
"Lisa Mouffle-Edgar Prigent","C2M","145.51","-","-","Course individuelle | Finale B"
"Carla Texier-Martin Braud","C2M","147.24","-","-","Course individuelle | Finale B"
"Henri Despont-Lea Riera","C2M","147.3","-","-","Course individuelle | Finale B"
"Catherine Doby-Emmanuel Walczak","C2M","148.34","-","-","Course individuelle | Finale B"
"Louison Tanet-Marjorie Boulogne","C2M","152.11","-","-","Course individuelle | Finale B"
"Antonin Dreit-Jade Robin","C2M","153.96","-","-","Course individuelle | Finale B"
"Celia Grandadam-Joris Schaffner","C2M","156.74","-","-","Course individuelle | Finale B"
"Pauline Gentilhomme-Christophe Augu","C2M","157.7","-","-","Course individuelle | Finale B"
"Laurine Grandadam-Simon Hene","C2M","161.17","-","-","Course individuelle | Finale B"
"Marie Claude Lamoureux-Bertrand Avril","C2M","161.91","-","-","Course individuelle | Finale B"
"Anthony Ulrich-Lolita Seguy","C2M","162.94","-","-","Course individuelle | Finale B"
"Johann Loiseau-Coline Bertin","C2M","164.6","-","-","Course individuelle | Finale B"
"Ilhame Siraj-Guillaume Picavet","C2M","174.07","-","-","Course individuelle | Finale B"
"Romain Caillon-Maeva Conchon","C2M","174.79","-","-","Course individuelle | Finale B"
"Mathieu Villeger-Fanny Valeau","C2M","175.98","-","-","Course individuelle | Finale B"
"Justine Geffroy-David Hamon","C2M","191.59","-","-","Course individuelle | Finale B"
"Florence Marchal-Jacques Nardeau","C2M","213.81","-","-","Course individuelle | Finale B"
"Julie Quesne-Simon Seuru","C2M","235.45","-","-","Course individuelle | Finale B"
"Tristan Lejot-Clementine Noel","C2M","247.77","-","-","Course individuelle | Finale B"
"Rachel Broin-Samuel Bonvalet","C2M","258.95","-","-","Course individuelle | Finale B"
"Clemence Douche-Nicolas Dupres","C2M","295.21","-","-","Course individuelle | Finale B"
"Lucie Bichet-Mathieu Fougere","C2M","Des","-","-","Course individuelle | Finale B"
"Thais Francois","K1D","109.67","-","-","Course individuelle | Finale B"
"Anais Bernardy","K1D","110.42","-","-","Course individuelle | Finale B"
"Sarah Despres","K1D","111.08","-","-","Course individuelle | Finale B"
"Laurine Naveau","K1D","114.2","-","-","Course individuelle | Finale B"
"Elise Pierron","K1D","115.48","-","-","Course individuelle | Finale B"
"Alice Azam","K1D","116.25","-","-","Course individuelle | Finale B"
"Marie Borlet","K1D","116.79","-","-","Course individuelle | Finale B"
"Emilie Chamouleau","K1D","119.24","-","-","Course individuelle | Finale B"
"Camille Hurez","K1D","119.54","-","-","Course individuelle | Finale B"
"Auregane Philip","K1D","120.27","-","-","Course individuelle | Finale B"
"Manon Durand","K1D","120.84","-","-","Course individuelle | Finale B"
"Lolita Seguy","K1D","122.39","-","-","Course individuelle | Finale B"
"Axelle Armanini","K1D","124.68","-","-","Course individuelle | Finale B"
"Alicia Gallot","K1D","125.3","-","-","Course individuelle | Finale B"
"Chloe Gatuingt","K1D","126.31","-","-","Course individuelle | Finale B"
"Leontine Dubuisson","K1D","127.59","-","-","Course individuelle | Finale B"
"Louise Bichet","K1D","128.3","-","-","Course individuelle | Finale B"
"Pauline Gentilhomme","K1D","129.33","-","-","Course individuelle | Finale B"
"Celia Jodar","K1D","130.66","-","-","Course individuelle | Finale B"
"Lisa Robin","K1D","132.04","-","-","Course individuelle | Finale B"
"Jade Robin","K1D","133.19","-","-","Course individuelle | Finale B"
"Kelly Capitaine","K1D","135.14","-","-","Course individuelle | Finale B"
"Cecile Meichel","K1D","139.87","-","-","Course individuelle | Finale B"
"Amelie Perier","K1D","145.36","-","-","Course individuelle | Finale B"
"Marie Charbonneau","K1D","149.04","-","-","Course individuelle | Finale B"
"Julie Quesne","K1D","149.33","-","-","Course individuelle | Finale B"
"Julia Budzinski","K1D","159.68","-","-","Course individuelle | Finale B"
"Maude Dominique","K1D","169.34","-","-","Course individuelle | Finale B"
"Florence Marchal","K1D","169.99","-","-","Course individuelle | Finale B"
"Catherine Doby","K1D","175.27","-","-","Course individuelle | Finale B"
"Elisa Roy","K1D","200.36","-","-","Course individuelle | Finale B"
"Justine Geffroy","K1D","206.79","-","-","Course individuelle | Finale B"
"Nelia Barbosa","K1D","225.93","-","-","Course individuelle | Finale B"
"Fanny Valeau","K1D","268.51","-","-","Course individuelle | Finale B"
"Thomas Rosset","K1H","93.18","-","-","Course individuelle | Finale B"
"Pierre Giudicelli","K1H","93.44","-","-","Course individuelle | Finale B"
"Damien Launay","K1H","93.91","-","-","Course individuelle | Finale B"
"Julien Haberland","K1H","94.16","-","-","Course individuelle | Finale B"
"Mathieu Desnos","K1H","94.2","-","-","Course individuelle | Finale B"
"Quentin Burgi","K1H","94.25","-","-","Course individuelle | Finale B"
"Thomas Durand","K1H","94.66","-","-","Course individuelle | Finale B"
"Manuel Munsch","K1H","95.7","-","-","Course individuelle | Finale B"
"Isaac Dufrene","K1H","96.67","-","-","Course individuelle | Finale B"
"Benjamin Buys","K1H","96.97","-","-","Course individuelle | Finale B"
"Jeremias Schlaefli","K1H","97.61","-","-","Course individuelle | Finale B"
"Mathis Soudi","K1H","97.84","-","-","Course individuelle | Finale B"
"Guillaume Graille","K1H","97.95","-","-","Course individuelle | Finale B"
"Janos Peterlin","K1H","98.2","-","-","Course individuelle | Finale B"
"Charlie Barbier","K1H","98.68","-","-","Course individuelle | Finale B"
"Robin Pottelette","K1H","98.97","-","-","Course individuelle | Finale B"
"Emmanuel Walczak","K1H","99.23","-","-","Course individuelle | Finale B"
"Vincent Ablin","K1H","99.57","-","-","Course individuelle | Finale B"
"Hugo Regnier","K1H","99.98","-","-","Course individuelle | Finale B"
"Bertrand Gutierrez","K1H","100.38","-","-","Course individuelle | Finale B"
"Robin Pilard","K1H","101.1","-","-","Course individuelle | Finale B"
"Hugo Simon","K1H","102.36","-","-","Course individuelle | Finale B"
"Theo Desvignes","K1H","102.94","-","-","Course individuelle | Finale B"
"Simon Hene","K1H","103.33","-","-","Course individuelle | Finale B"
"Ianis Fleury","K1H","105.87","-","-","Course individuelle | Finale B"
"Mathurin Madore","K1H","106.07","-","-","Course individuelle | Finale B"
"Theo Quenouillere","K1H","106.39","-","-","Course individuelle | Finale B"
"Yann Becker","K1H","106.79","-","-","Course individuelle | Finale B"
"Bertrand Avril","K1H","107.51","-","-","Course individuelle | Finale B"
"Jean Philippe Winiarski","K1H","108.6","-","-","Course individuelle | Finale B"
"Nathanael Pedron","K1H","112.8","-","-","Course individuelle | Finale B"
"Nicolas Candieu","K1H","114.97","-","-","Course individuelle | Finale B"
"Jules Andrien","K1H","135.47","-","-","Course individuelle | Finale B"
"Nicolas Mangeolle","K1H","152.53","-","-","Course individuelle | Finale B"
"Simon Dubosc","K1H","157.4","-","-","Course individuelle | Finale B"
